,ASSESSED_LAND_VALUE,ASSESSED_TOTAL_VALUE,ASSESSED_IMP_VALUE,ZIP,BATH,BED,AGE,STORIES,GARAGE_TYPE,PARKING,TOTAL_UNITS,LAND_USE,POOL,FIREPLACE,PROPERTY_TYPE,BUILDING_AREA,LOT_SIZE,FIDELITY_LATITUDE,FIDELITY_LONGITUDE
633,153401.0,357936.0,511337.0,94538,2.5,2,11.0,2,G,2,0,1002,,,,1317,1085.0,37.54701,-121.975949
634,1783684.0,668866.0,2452550.0,94118,3.0,5,102.0,3,,0,0,1001,,,,4950,3477.0,37.788672999999996,-122.450503
635,1217401.0,1217401.0,2434802.0,94022,4.0,4,29.0,2,G,3,0,1001,B,,,5670,1.2,37.356716999999996,-122.130931
636,120083.0,214917.0,335000.0,94561,3.0,4,3.0,,Y,2,0,1009,,,,2589,5775.0,37.986477,-121.634436
637,624240.0,1456560.0,2080800.0,94618,4.0,5,9.0,2,G,0,0,1001,,,,4797,6912.0,37.843965,-122.237343
638,87074.0,150875.0,237949.0,94022,2.5,2,27.0,2,G,0,0,1004,,,,1536,436.0,37.374807,-122.110926
639,58827.0,137264.0,196091.0,94609,2.0,3,101.0,1,,0,2,1101,,,,1268,4480.0,37.850662,-122.26691199999999
640,34271.0,26274.0,60545.0,94578,2.0,3,59.0,1,,0,2,1101,,,,1567,5572.0,37.712817,-122.132531
641,55863.0,165637.0,221500.0,94513,2.0,3,10.0,,Y,2,0,1001,,,,1634,6040.0,37.956019,-121.698463
642,418351.0,1050804.0,1469155.0,95476,3.0,3,2.0,2,,0,0,1008,,1,,2677,3.0699999,38.28635,-122.536869
643,244800.0,571200.0,816000.0,94566,3.0,4,23.0,1.5,G,3,0,1001,,,,2792,8414.0,37.666345,-121.905998
644,57146.0,100006.0,157152.0,94551,1.5,2,26.0,2,,0,0,1004,,,,982,6.48,37.694193,-121.780733
645,111600.0,260400.0,372000.0,94619,1.0,2,63.0,1,G,0,0,1001,,,,935,5000.0,37.787963,-122.187549
646,15230.0,89833.0,105063.0,95136,2.0,4,39.0,1,,0,0,1001,,,,2227,7405.0,37.264494,-121.869753
647,468452.0,312403.0,780855.0,95070,2.0,4,38.0,1,G,2,0,1001,,,,2182,10454.0,37.292018999999996,-122.03720000000001
648,294799.0,360443.0,655242.0,95008,2.0,3,64.0,1,G,2,0,1001,,,,1616,14375.0,37.275276,-121.968696
649,144045.0,216612.0,360657.0,95035,2.5,4,18.0,2,G,2,0,1001,,,,1605,3485.0,37.417480999999995,-121.876625
650,56794.0,106751.0,163545.0,94518,2.0,3,42.0,,Y,2,0,1001,,,,2052,8000.0,37.934121999999995,-122.021012
651,220259.0,513939.0,734198.0,94552,2.5,4,5.0,1.5,G,3,0,1001,,,,2361,6633.0,37.690269,-122.039227
652,39000.0,105000.0,144000.0,94585,2.0,3,24.0,1,G,2,0,1001,,Y,,1220,5663.0,38.24993,-122.004354
653,250646.0,143225.0,393871.0,94952,1.0,3,60.0,1,,0,1,1001,,1,,1373,4750.0,38.233489,-122.647772
654,1032466.0,975105.0,2007571.0,94306,3.5,4,10.0,2+B,G,0,0,1001,,,,3700,5663.0,37.421853999999996,-122.150261
655,341274.0,206836.0,548110.0,95014,0.0,0,50.0,1,V,2,2,1101,,,,1426,4792.0,37.324475,-122.05212
656,31171.0,30425.0,61596.0,94611,1.5,4,99.0,2,G,0,0,1001,,,,2158,5760.0,37.82346,-122.250312
657,509707.0,339803.0,849510.0,94116,2.0,0,84.0,1,,0,0,1001,,,,2342,2996.0,37.747895,-122.484767
658,26686.0,58674.0,85360.0,94568,2.0,3,45.0,1,G,0,0,1001,,,,1648,7350.0,37.702839,-121.94244
659,74315.0,178366.0,252681.0,95472,2.0,3,23.0,1,,0,1,1008,,1,,1534,19440.0,38.374201,-122.80002
660,60652.0,141521.0,202173.0,94541,2.0,3,54.0,1,G,0,0,1001,,,,1200,5000.0,37.664031,-122.112027
661,11461.0,27431.0,38892.0,94112,1.0,0,101.0,1,,0,0,1001,,,,1264,2500.0,37.715213999999996,-122.451081
662,68927.0,160620.0,229547.0,94588,2.5,3,12.0,1.5,G,2,0,1002,,,,1641,1631.0,37.695268,-121.89120199999999
663,161750.0,377418.0,539168.0,94555,2.5,4,20.0,1.5,G,0,0,1009,,,,1570,4363.0,37.561197,-122.05427399999999
664,252371.0,263089.0,515460.0,94024,3.5,4,59.0,1,G,3,0,1001,,,,3305,13504.0,37.368221999999996,-122.099118
665,93292.0,217443.0,310735.0,94502,2.5,3,39.0,2,G,0,0,1002,,,,1673,1694.0,37.730711,-122.23979
666,49000.0,166000.0,215000.0,95688,1.0,3,57.0,1,,0,0,1001,,,,1289,4792.0,38.351825999999996,-121.98720399999999
667,405000.0,465750.0,870750.0,94949,2.5,3,5.0,,Y,2,1,1001,,,,3022,8301.0,38.072579,-122.546909
668,12916.0,49439.0,62355.0,94606,2.0,4,82.0,1.5,,0,2,1101,,,,1885,3750.0,37.793453,-122.240385
669,68542.0,33319.0,101861.0,94707,3.0,3,84.0,2,C,0,0,1001,,,,2497,7800.0,37.889654,-122.266638
670,438300.0,199200.0,637500.0,95124,2.5,3,53.0,2,G,2,0,1001,,,,2105,6534.0,37.264889,-121.924274
671,242800.0,161900.0,404700.0,95127,2.0,4,48.0,2,,0,0,1001,,,,1884,5227.0,37.350324,-121.800122
672,780000.0,1820000.0,2600000.0,94566,5.5,5,11.0,1.5,G,4,0,1001,P,,,6613,21826.0,37.642483,-121.809282
673,16725.0,54006.0,70731.0,94553,2.5,5,50.0,,Y,2,0,1001,,,,2557,9360.0,37.973763,-122.111462
674,530385.0,0.0,530385.0,94949,0.0,0,,,,0,0,1001,,,,0,2.01,38.08107758,-122.52103424
675,75674.0,42561.0,118235.0,94519,1.0,2,63.0,,Y,1,0,1001,,,,1359,9100.0,37.980312999999995,-122.013798
676,41000.0,112000.0,153000.0,94585,2.0,4,33.0,1,G,2,0,1001,,Y,,1440,5663.0,38.248049,-122.016097
677,115848.0,173770.0,289618.0,95119,2.0,4,40.0,2,G,2,0,1001,,,,1790,6970.0,37.228885999999996,-121.786812
678,60867.0,79128.0,139995.0,95123,1.0,1,27.0,1,C,1,0,1004,,,,543,436.0,37.248881,-121.806856
679,151678.0,89822.0,241500.0,94804,2.0,3,40.0,,Y,2,0,1001,,,,1520,5000.0,37.922212,-122.323796
680,19845.0,57358.0,77203.0,94806,3.0,4,53.0,,Y,2,0,1001,,,,1332,6000.0,37.993739999999995,-122.316903
681,5967.0,0.0,5967.0,94920,0.0,0,,,,0,0,1001,,,,0,6000.0,37.907872,-122.476879
682,180000.0,248400.0,428400.0,94903,2.0,2,46.0,,,0,1,1004,,,,984,4200.0,38.01023,-122.563042
683,50423.0,117655.0,168078.0,94619,1.0,2,93.0,1,G,0,0,1001,,,,888,3740.0,37.786767999999995,-122.208376
684,142948.0,333545.0,476493.0,94703,2.5,4,88.0,1,,0,2,1110,,,,1671,5400.0,37.856950999999995,-122.2787
685,176963.0,176963.0,353926.0,94085,2.0,2,14.0,1,G,1,0,1004,P,,,1061,1307.0,37.380326,-122.015308
686,34246.0,141539.0,175785.0,95139,3.0,5,32.0,2,G,2,0,1001,,,,2347,10890.0,37.222584,-121.77176
687,189709.0,112559.0,302268.0,95008,2.5,3,25.0,2,G,2,0,1004,,,,1188,436.0,37.260973,-121.945978
688,558725.0,373680.0,932405.0,95128,3.0,4,54.0,1,G,2,0,1001,,,,2083,7841.0,37.329561999999996,-121.935858
689,24739.0,44838.0,69577.0,95008,2.0,3,52.0,1,G,2,0,1001,,,,1719,8712.0,37.297672999999996,-121.943953
690,118000.0,334000.0,452000.0,94591,3.0,3,6.0,,G,2,0,1001,,Y,,3134,8712.0,38.146781,-122.17421999999999
691,39652.0,92347.0,131999.0,94605,1.0,2,68.0,1,G,0,0,1001,,,,1088,4240.0,37.764043,-122.177797
692,27000.0,153000.0,180000.0,94591,2.0,3,31.0,1,G,2,0,1001,,Y,SFR,1663,6534.0,38.094933999999995,-122.218703
693,160250.0,164000.0,324250.0,95405,1.0,3,58.0,1,,0,1,1001,,1,,951,6960.0,38.445391,-122.67736099999999
694,23380.0,191620.0,215000.0,94565,2.5,3,9.0,,Y,2,0,1001,,,,1982,7214.0,38.007866,-121.894155
695,60000.0,225000.0,285000.0,94591,2.5,4,21.0,2,G,2,0,1001,,Y,,1827,6534.0,38.090457,-122.203294
696,320000.0,0.0,320000.0,95121,0.0,0,,,,0,0,1001,,,,0,6534.0,37.292224999999995,-121.815407
697,224101.0,128399.0,352500.0,94521,2.0,3,38.0,,Y,2,0,1001,,,,1228,7440.0,37.953917,-121.99683
698,66345.0,154805.0,221150.0,94605,1.0,2,82.0,1,G,0,0,1001,,,,937,5254.0,37.770038,-122.169633
699,61373.0,143519.0,204892.0,95139,2.0,2,37.0,2,C,0,0,1004,,,,1008,1307.0,37.223169999999996,-121.77390199999999
700,482609.0,904281.0,1386890.0,94566,3.5,4,13.0,1.5,G,3,0,1001,,,,4925,23873.0,37.647098,-121.813198
701,26136.0,28236.0,54372.0,94521,1.0,2,32.0,,Y,2,0,1004,,,,960,1320.0,37.959461999999995,-121.989308
702,123992.0,328585.0,452577.0,95136,2.0,3,44.0,1,G,2,0,1001,,,,1847,6534.0,37.27118,-121.866894
703,145716.0,182327.0,328043.0,94112,2.0,4,83.0,1,,0,0,1001,,,,2042,2495.0,37.712975,-122.432349
704,99437.0,127615.0,227052.0,95032,1.0,4,47.0,1,G,1,0,1001,,,,1231,21780.0,37.260728,-121.9739
705,42207.0,179758.0,221965.0,94510,2.5,4,32.0,2,G,2,0,1001,,Y,,3152,8276.0,38.072199,-122.17488900000001
706,146097.0,62903.0,209000.0,94806,2.0,3,53.0,,Y,2,0,1001,,,,1068,6600.0,37.978238999999995,-122.348702
707,219304.0,387011.0,606315.0,94803,3.0,4,13.0,,Y,4,0,1001,,,,3925,37243.0,37.962675999999995,-122.29021900000001
708,52606.0,118394.0,171000.0,94561,2.0,3,23.0,,Y,2,0,1001,,,,1400,11280.0,37.98834,-121.731127
709,161191.0,172351.0,333542.0,95476,3.0,3,12.0,2,,0,1,1009,,1,,1815,5055.0,38.281272,-122.463302
710,104342.0,99127.0,203469.0,94559,2.0,2,64.0,,,0,0,1001,,,,1690,3920.0,38.291368999999996,-122.283682
711,184650.0,240299.0,424949.0,95124,2.0,4,47.0,2,G,2,0,1001,,,,1838,6098.0,37.27492,-121.925909
712,292500.0,292500.0,585000.0,95014,2.0,2,6.0,1,,0,0,1004,,,,1261,436.0,37.322556,-122.03241
713,184374.0,175126.0,359500.0,94519,2.0,3,43.0,,Y,2,0,1001,,,,1482,8000.0,37.983509999999995,-122.002309
714,199009.0,59512.0,258521.0,94530,1.0,2,65.0,,Y,1,0,1001,,,,1113,5000.0,37.910562999999996,-122.301146
715,13518.0,52549.0,66067.0,94588,2.0,3,41.0,1,G,0,0,1009,,,,1636,7222.0,37.693742,-121.870874
716,39792.0,18849.0,58641.0,94703,1.0,3,85.0,1,G,0,0,1001,,,,1170,5886.0,37.879965999999996,-122.281541
717,25000.0,0.0,25000.0,94561,0.0,0,,,,0,0,8001,,,,0,6641.0,37.986827,-121.633686
718,8253.0,0.0,8253.0,94565,0.0,0,,,,0,0,8001,,,,0,9931.0,38.014879,-121.95697799999999
719,430653.0,296347.0,727000.0,94526,2.0,5,32.0,,Y,2,0,1001,,,,2248,18873.0,37.814766999999996,-121.984202
720,149171.0,140884.0,290055.0,94941,2.0,2,97.0,,,0,1,1001,,,,1581,5625.0,37.906833,-122.540119
721,3200.0,60800.0,64000.0,94801,2.5,3,3.0,,Y,1,0,1001,,,,1180,2500.0,37.956039,-122.363871
722,80145.0,94719.0,174864.0,95476,2.0,2,23.0,1,,0,1,1009,,1,,1222,1976.0,38.286301,-122.467837
723,178364.0,383500.0,561864.0,94582,3.0,4,20.0,,Y,2,0,1009,,,,3116,7140.0,37.763947,-121.940862
724,345301.0,153721.0,499022.0,94526,2.5,3,37.0,,Y,2,0,1009,,,,1470,5150.0,37.790075,-121.978053
725,435486.0,334514.0,770000.0,94582,3.0,4,5.0,,Y,2,0,1001,,,,2790,9900.0,37.779772,-121.91753
726,538100.0,134400.0,672500.0,95118,2.5,3,14.0,2,G,1,0,1001,,,,1756,3049.0,37.23755,-121.893244
727,61000.0,299000.0,360000.0,94585,3.5,4,4.0,,G,2,0,1001,,Y,,2695,6534.0,38.257286,-121.985823
728,14063.0,55488.0,69551.0,95687,1.0,3,36.0,,,0,0,1004,,,,1056,871.0,38.353066999999996,-121.97178
729,242250.0,454500.0,696750.0,95409,3.0,3,30.0,1,,0,1,1001,,1,,2468,29185.0,38.426353999999996,-122.586069
730,158259.0,371179.0,529438.0,94587,3.0,4,11.0,1.5,G,3,0,1001,,,,2693,6000.0,37.601002,-122.047489
731,12358.0,32354.0,44712.0,94503,1.0,3,53.0,,,0,0,1001,,,,1316,11326.0,38.17819,-122.25880000000001
732,126470.0,227652.0,354122.0,95035,2.0,3,32.0,1,G,2,0,1001,,,,1644,6098.0,37.450883,-121.908436
733,20971.0,56317.0,77288.0,95130,2.0,3,49.0,2,G,2,0,1001,,,,1880,6534.0,37.283499,-121.982732
734,24273.0,26384.0,50657.0,94606,1.0,2,84.0,1,G,0,0,1001,,,,1082,4480.0,37.794815,-122.227282
735,121737.0,194780.0,316517.0,94124,2.0,3,10.0,1,,0,0,1001,,,,1394,1500.0,37.726942,-122.397017
736,148000.0,186000.0,334000.0,94558,1.0,2,35.0,,Y,1,0,1001,,Y,,1394,7841.0,38.339287999999996,-122.311238
737,379134.0,162486.0,541620.0,95118,1.5,3,44.0,1,G,2,0,1001,P,,,1080,5663.0,37.255111,-121.881023
738,281220.0,305645.0,586865.0,94556,2.0,4,48.0,,Y,2,0,1001,,,SFR,2196,17000.0,37.844044,-122.137873
739,206700.0,482300.0,689000.0,94545,3.0,5,4.0,1.5,G,3,0,1001,,,,2687,6029.0,37.610465999999995,-122.090425
740,327146.0,403286.0,730432.0,95014,3.0,3,21.0,2,G,2,0,1001,,,,2334,4792.0,37.298752,-122.04319100000001
741,600000.0,476000.0,1076000.0,95125,3.0,3,55.0,1,G,2,0,1001,,,SFR,2100,8276.0,37.299188,-121.905631
742,20971.0,69416.0,90387.0,95119,2.5,4,35.0,2,G,2,0,1001,,,,2386,5663.0,37.229541999999995,-121.794092
743,106798.0,99896.0,206694.0,94901,1.0,2,66.0,,Y,0,1,1001,,,,1032,5100.0,37.958925,-122.518291
744,131578.0,215379.0,346957.0,95023,0.0,0,,,,0,0,1008,,,,0,2.0,36.823411,-121.385111
745,157500.0,381000.0,538500.0,95492,3.0,4,19.0,2,,0,1,1001,,1,,2231,5663.0,38.546119,-122.796172
746,14323.0,57887.0,72210.0,94591,1.0,1,21.0,1,,0,0,1004,,Y,,307400,871.0,38.126200000000004,-122.223772
747,87231.0,112054.0,199285.0,95037,2.0,2,14.0,1,G,2,0,1001,,,,1350,3049.0,37.093543,-121.640891
748,47553.0,142685.0,190238.0,94553,2.5,3,33.0,,Y,2,0,1004,,,,1574,2310.0,37.989185,-122.082612
749,154635.0,247423.0,402058.0,94110,2.0,0,124.0,2,,0,0,1001,,,,3104,3641.0,37.75645,-122.423468
750,286800.0,286800.0,573600.0,94043,2.5,3,1.0,3,G,2,0,1004,,,,1762,436.0,37.418659999999996,-122.089826
751,72840.0,143096.0,215936.0,95135,2.0,2,31.0,1,M,2,0,1004,,,,1718,3049.0,37.283657999999996,-121.751757
752,15993.0,13518.0,29511.0,94601,0.0,0,,,G,0,0,1001,,,,0,5650.0,37.778162,-122.216066
753,173588.0,315317.0,488905.0,95148,3.0,5,13.0,2,G,2,0,1001,,,,2609,6098.0,37.320561999999995,-121.775471
754,262274.0,433269.0,695543.0,94132,3.0,0,59.0,1,,0,0,1001,,,,1940,3206.0,37.731114,-122.488726
755,41831.0,82055.0,123886.0,94533,1.0,3,26.0,1,G,2,0,1001,,,,1000,8712.0,38.241921999999995,-122.067901
756,33790.0,82814.0,116604.0,94134,1.0,2,59.0,1,V,0,0,1001,,,,975,1873.0,37.714382,-122.410437
757,21858.0,14572.0,36430.0,94621,5.0,3,99.0,1,,0,0,1001,,,,730,2725.0,37.748698999999995,-122.17708999999999
758,254400.0,593600.0,848000.0,94501,2.5,4,3.0,2,G,2,0,1001,,,,2912,4050.0,37.783271,-122.282619
759,18998.0,26174.0,45172.0,95119,1.0,2,39.0,1,G,2,0,1001,,,,1014,6098.0,37.224903,-121.779764
760,46240.0,98260.0,144500.0,94565,1.5,2,21.0,,Y,1,0,1004,,,,1083,2296.0,38.029872,-121.977718
761,130442.0,144791.0,275233.0,94519,2.0,3,47.0,,Y,2,0,1001,,,,1342,7029.0,37.982661,-121.993735
762,38836.0,65872.0,104708.0,94519,2.0,3,47.0,,Y,2,0,1001,,,,1156,6500.0,37.984868999999996,-121.99712099999999
763,27073.0,53446.0,80519.0,95037,2.0,3,32.0,1,G,2,0,1001,,,,1177,4356.0,37.137065,-121.608316
764,124148.0,186231.0,310379.0,95123,2.0,3,43.0,2,G,2,0,1001,,,,1617,9148.0,37.249514,-121.809708
765,208800.0,487200.0,696000.0,94566,2.5,4,15.0,1.5,G,2,0,1001,,,,2033,5821.0,37.657261,-121.90289899999999
766,133913.0,150201.0,284114.0,94954,2.0,5,39.0,1,,0,1,1001,,1,,1344,6000.0,38.244336,-122.610123
767,265800.0,620200.0,886000.0,94611,1.0,3,54.0,1,G,2,0,1001,,,,1270,7000.0,37.824266,-122.221913
768,262290.0,276864.0,539154.0,94127,4.0,4,28.0,3,,0,0,1001,,,,2996,2957.0,37.736126999999996,-122.446051
769,872000.0,290700.0,1162700.0,94024,2.5,3,51.0,1,G,2,0,1001,,,SFR,1785,9583.0,37.347986,-122.066075
770,65626.0,128515.0,194141.0,95037,2.0,3,27.0,1,G,2,0,1001,,,,1522,7841.0,37.133145,-121.638611
771,59000.0,151000.0,210000.0,94585,2.5,4,24.0,2,G,2,0,1001,,Y,,1934,6098.0,38.252475,-121.988201
772,20562.0,46837.0,67399.0,94566,2.0,4,49.0,1,G,0,0,1001,,,,1522,6012.0,37.670252,-121.871026
773,421124.0,359827.0,780951.0,94965,3.0,3,48.0,,,0,1,1001,,,,2184,9240.0,37.857583,-122.493005
774,146088.0,430727.0,576815.0,94954,4.0,5,10.0,2,,0,1,1001,,1,,3125,8791.0,38.248598,-122.594592
775,541216.0,173188.0,714404.0,94085,1.0,3,61.0,1,G,1,0,1001,,,,1315,4792.0,37.388898,-122.020745
776,191201.0,191201.0,382402.0,95448,3.0,2,28.0,1,,0,1,1009,,1,,1957,3049.0,38.626027,-122.862188
777,35142.0,46627.0,81769.0,94118,1.0,0,88.0,2,,0,0,1001,,,,2700,3000.0,37.776007,-122.469087
778,112599.0,357000.0,469599.0,94561,2.5,3,4.0,,Y,2,0,1004,,,,2171,1150.0,38.007078,-121.628236
779,41749.0,75776.0,117525.0,95407,2.0,3,46.0,1,,0,1,1001,,,,1047,5663.0,38.420747999999996,-122.718118
780,559990.0,687814.0,1247804.0,94941,3.0,4,11.0,,Y,2,1,1001,,,,3172,10303.0,37.892074,-122.511577
781,122377.0,290556.0,412933.0,94602,5.0,9,22.0,2,,0,4,1103,,,,4575,5000.0,37.797381,-122.20280199999999
782,608699.0,875917.0,1484616.0,94549,5.0,5,10.0,,Y,4,0,1001,,,,4945,22627.0,37.902882999999996,-122.129386
783,119368.0,65277.0,184645.0,94602,1.5,2,86.0,1,G,0,0,1001,,,,1264,4840.0,37.800495,-122.199457
784,11419.0,37753.0,49172.0,94558,2.0,3,42.0,,Y,2,0,1001,,Y,,1203,6970.0,38.317719,-122.301412
785,20614.0,25455.0,46069.0,95051,1.0,3,55.0,1,C,1,0,1001,,,,1144,5227.0,37.368677999999996,-121.977107
786,28940.0,15612.0,44552.0,94541,2.0,3,92.0,1,G,0,0,1001,,,,1235,6750.0,37.677282999999996,-122.090359
787,47514.0,110868.0,158382.0,94578,1.0,2,62.0,1,G,0,0,1001,,,,983,5300.0,37.697511999999996,-122.110343
788,100004.0,262877.0,362881.0,95492,3.0,4,20.0,2,,0,1,1001,P,1,,2237,7841.0,38.558689,-122.78802
789,205975.0,233440.0,439415.0,95032,2.0,2,32.0,1,G,2,0,1004,,,,1443,1742.0,37.259434,-121.989826
790,91151.0,99437.0,190588.0,94043,1.0,2,38.0,1,M,1,0,1004,,,,990,1742.0,37.403957,-122.078158
791,1552075.0,1034715.0,2586790.0,94121,1.0,0,99.0,2,,0,0,1001,,,,1780,2500.0,37.787807,-122.484555
792,151604.0,133031.0,284635.0,94306,2.0,4,57.0,1,G,1,0,1001,,,,1214,6098.0,37.419198,-122.126548
793,20932.0,57107.0,78039.0,94945,2.0,4,50.0,,Y,2,1,1001,,,,1432,8000.0,38.115376999999995,-122.585286
794,27970.0,109064.0,137034.0,95032,2.5,3,40.0,2,G,2,0,1004,,,,1604,1307.0,37.242065,-121.956541
795,19801.0,16754.0,36555.0,94542,1.0,2,82.0,1,G,0,0,1001,,,,858,33100.0,37.65307,-122.04547
796,25851.0,102593.0,128444.0,94565,2.0,3,38.0,,Y,2,0,1001,P,,,1454,7820.0,37.999238,-121.868886
797,87562.0,196245.0,283807.0,95409,2.0,2,22.0,1,,0,1,1001,,1,,1942,12197.0,38.422559,-122.57945
798,66279.0,123090.0,189369.0,94903,1.5,2,38.0,,,0,1,1004,,,,949,684.0,38.032253,-122.54258
799,409543.0,585063.0,994606.0,95037,2.0,3,41.0,1,G,2,0,1001,,,,1848,2.6700001,37.144079,-121.61764099999999
800,94229.0,228271.0,322500.0,94505,3.0,4,4.0,,Y,2,0,1009,,,,3405,6888.0,37.918875,-121.614537
801,26644.0,55679.0,82323.0,94903,2.0,3,59.0,,Y,1,1,1001,,,,1533,8085.0,37.994431999999996,-122.538484
802,97694.0,216806.0,314500.0,94513,3.0,4,7.0,,Y,2,0,1001,,,,2437,6275.0,37.926975999999996,-121.752935
803,355000.0,355000.0,710000.0,95054,2.5,3,5.0,2+B,G,2,0,1004,,,,1894,2178.0,37.395859,-121.94503
804,102000.0,238000.0,340000.0,94538,1.0,3,56.0,1,G,0,0,1001,,,,950,5000.0,37.541000000000004,-121.96494
805,29348.0,142510.0,171858.0,94603,3.0,4,81.0,2,,0,0,1001,,,,1980,3800.0,37.733726,-122.170377
806,28669.0,36766.0,65435.0,95472,1.0,3,51.0,1,,0,1,1008,,1,,1152,2.3299999,38.389976,-122.864553
807,16677.0,0.0,16677.0,94550,2.5,4,28.0,2,,0,0,1001,,,,3416,2688.0,37.672405999999995,-121.771072
808,174330.0,298051.0,472381.0,95492,3.0,4,19.0,2,,0,1,1001,,1,,2030,6970.0,38.548552,-122.831594
809,50337.0,135440.0,185777.0,94086,2.0,3,46.0,1,G,2,0,1001,P,,,1362,4792.0,37.363296999999996,-122.011826
810,75708.0,159307.0,235015.0,94558,3.0,4,24.0,,Y,2,0,1001,,Y,,2137,9583.0,38.3091,-122.347489
811,260468.0,213136.0,473604.0,95020,2.0,4,38.0,1,G,2,0,1001,,,,1408,6534.0,37.010765,-121.59465900000001
812,496834.0,706611.0,1203445.0,95125,3.0,4,6.0,2,G,2,0,1001,,,,2280,4792.0,37.307327,-121.892422
813,542999.0,232752.0,775751.0,95125,1.5,2,61.0,1,G,2,0,1001,P,,,1586,8712.0,37.297545,-121.900871
814,11461.0,38556.0,50017.0,94132,1.0,0,61.0,1,,0,0,1001,,,,1250,2495.0,37.718433,-122.469815
815,48513.0,101576.0,150089.0,95403,2.0,2,23.0,1,,0,1,1001,,1,,1234,5663.0,38.476112,-122.749425
816,232500.0,542500.0,775000.0,94501,2.5,3,2.0,2,G,2,0,1001,,,,2361,3010.0,37.784571,-122.285819
817,23010.0,62602.0,85612.0,94564,2.0,4,42.0,,Y,2,0,1001,P,,,1998,7650.0,37.985229,-122.245318
818,36000.0,109000.0,145000.0,94589,2.0,3,44.0,1,G,2,0,1001,,Y,,1104,5663.0,38.15018,-122.25939199999999
819,147700.0,101400.0,249100.0,95118,1.0,2,39.0,1,G,1,0,1004,,,,798,6970.0,37.258860999999996,-121.886516
820,228000.0,266100.0,494100.0,95035,3.5,4,9.0,3,G,1,0,1004,,,,1764,1307.0,37.420308999999996,-121.899018
821,27970.0,41607.0,69577.0,94132,1.0,2,68.0,1,,0,0,1001,,,,1275,2500.0,37.731899,-122.481843
822,60641.0,97030.0,157671.0,95476,1.0,2,41.0,1,,0,1,1001,,1,,980,8500.0,38.320215999999995,-122.480561
823,65791.0,153512.0,219303.0,94546,1.0,2,61.0,1,C,0,0,1001,,,,1188,6635.0,37.688719999999996,-122.077468
824,17756.0,30400.0,48156.0,94806,1.0,3,64.0,,Y,2,0,1001,,,,1156,7650.0,37.949948,-122.323004
825,256255.0,170835.0,427090.0,94124,1.0,0,49.0,1,,0,0,1001,,,,1115,2478.0,37.719434,-122.394306
826,140000.0,442000.0,582000.0,94510,3.0,4,12.0,2,G,3,0,1001,,Y,,3043,7405.0,38.055267,-122.14779300000001
827,30000.0,55000.0,85000.0,94804,2.0,3,60.0,,Y,1,0,1001,,,,1305,4444.0,37.930738,-122.341788
828,93300.0,217700.0,311000.0,94578,2.0,3,63.0,1,G,0,0,1001,,,,1388,4800.0,37.702453999999996,-122.120251
829,43746.0,177002.0,220748.0,94024,3.0,4,,1,G,2,0,1001,,,,2316,16117.0,37.348245999999996,-122.097869
830,400000.0,0.0,400000.0,95014,0.0,0,,,,0,0,8001,,,,0,21.6,37.280601,-122.11742699999999
831,400000.0,168000.0,568000.0,94530,2.0,3,57.0,,Y,1,0,1001,,,SFR,1780,7750.0,37.914555,-122.306079
832,974648.0,459330.0,1433978.0,94549,2.5,3,73.0,,Y,3,0,1001,,,,3405,34000.0,37.879673,-122.122889
833,105393.0,207239.0,312632.0,94521,2.0,3,59.0,,Y,2,0,1001,P,,,1584,12705.0,37.959333,-121.956614
834,140413.0,419782.0,560195.0,95111,2.0,4,10.0,1,G,2,0,1001,,,,1844,5663.0,37.259367,-121.794966
835,109500.0,255500.0,365000.0,94551,2.0,4,38.0,1,G,0,0,1001,,,,1524,7200.0,37.722125999999996,-121.745007
836,1034764.0,831290.0,1866054.0,94920,4.0,4,100.0,,,0,1,1001,,,,2659,3200.0,37.865901,-122.459631
837,34418.0,28314.0,62732.0,94121,1.0,3,86.0,1,,0,0,1001,,,,1325,3000.0,37.774332,-122.500619
838,84988.0,193012.0,278000.0,94513,2.0,4,6.0,,Y,1,0,1001,,,,1889,8326.0,37.921976,-121.739935
839,142862.0,221436.0,364298.0,94947,2.0,3,55.0,,Y,2,1,1001,,,,1479,7420.0,38.111312999999996,-122.609339
840,96742.0,68875.0,165617.0,94558,3.0,5,7.0,,Y,2,0,1001,,2,,3280,6534.0,38.338386,-122.295914
841,2395600.0,312400.0,2708000.0,94022,3.5,4,48.0,1,G,2,0,1001,,,,3161,1.14,37.383775,-122.143673
842,27967.0,24801.0,52768.0,94702,0.0,0,82.0,,,0,0,1001,,,,1061,2198.0,37.857661,-122.280166
843,31000.0,125000.0,156000.0,94533,2.0,2,18.0,2,,0,0,1004,,Y,CND,1184,871.0,38.263712999999996,-122.013547
844,147984.0,345298.0,493282.0,94555,2.0,3,29.0,,,0,0,1001,,,,1480,6975.0,37.571273999999995,-122.051848
845,298700.0,134400.0,433100.0,95035,2.0,3,49.0,1,G,1,0,1001,,,,1102,6098.0,37.432719,-121.873119
846,508700.0,205200.0,713900.0,95120,2.0,4,43.0,1,G,2,0,1001,,,,1862,5663.0,37.225327,-121.860202
847,95025.0,221725.0,316750.0,94928,3.0,3,20.0,2,,0,1,1001,,1,,1973,6534.0,38.337050999999995,-122.683526
